City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
195,cabo san lucas,22.8909,-109.9124,27.17,50,0,2.06,MX,['dt']
196,vadso,70.0744,29.7487,0.09,86,20,5.14,NO,['dt']
197,boyolangu,-8.1181,111.8935,28.8,73,100,1.27,ID,['dt']
198,sao vicente,-23.9631,-46.3919,20.55,26,55,3.18,BR,['dt']
199,college,64.8569,-147.8028,-10.52,71,75,3.09,US,['dt']
200,walvis bay,-22.9575,14.5053,15.71,91,33,1.79,NA,['dt']
201,al-hamdaniya,36.2715,43.3737,15.13,57,5,1.97,IQ,['dt']
202,swakopmund,-22.6833,14.5333,16.36,89,14,2.39,NA,['dt']
203,suoyarvi,62.0833,32.35,4.88,92,100,4.52,RU,['dt']
204,colonia,50.9333,6.95,7.36,89,100,2.06,DE,['dt']
205,kingston,17.997,-76.7936,28.53,84,20,4.63,JM,['dt']
206,kargasok,59.0556,80.8572,-3.86,94,100,5.0,RU,['dt']
207,port lincoln,-34.7333,135.8667,23.47,45,100,6.6,AU,['dt']
208,punta arenas,-53.15,-70.9167,5.06,75,20,12.86,CL,['dt']
209,karaidel',55.8337,56.9069,-1.28,97,100,5.61,RU,['dt']
210,puerto baquerizo moreno,-0.9,-89.6,21.34,73,95,5.01,EC,['dt']
211,new norfolk,-42.7826,147.0587,21.07,41,100,2.32,AU,['dt']
212,totness,5.8833,-56.3167,27.39,81,100,6.51,SR,['dt']
213,cockburn town,21.4612,-71.1419,25.98,78,75,2.57,TC,['dt']
214,gulu,2.7746,32.299,18.55,95,100,1.83,UG,['dt']
215,luderitz,-26.6481,15.1594,18.58,54,0,6.54,NA,['dt']
216,hillvue,-31.1244,150.915,26.95,41,20,2.57,AU,['dt']
217,nemuro,43.3236,145.575,7.06,68,6,1.12,JP,['dt']
218,albany,42.6001,-73.9662,5.3,55,90,4.07,US,['dt']
219,eldorado,-23.7869,-54.2836,23.6,67,1,3.32,BR,['dt']
220,bardai,11.65,7.2333,19.12,21,0,3.83,NG,['dt']
221,fale old settlement,-9.3852,-171.2468,27.73,77,100,4.97,TK,['dt']
222,lazaro cardenas,17.9583,-102.2,26.59,83,16,1.95,MX,['dt']
223,kourou,5.1552,-52.6478,26.11,86,7,3.07,GF,['dt']
224,mende,44.6667,3.5,1.4,53,0,1.36,FR,['dt']
